user_id,source_pool,source_license,dest_platform,source_platform,dest_license,pool_percentage,training_requirement,migration_date,status
USR-1436,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-06-03,Pending
USR-1437,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-10-13,Migrated
USR-1438,Pool_5,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-01-02,Migrated
USR-1439,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-11-23,Migrated
USR-1440,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-11-30,Migrated
USR-1441,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-04-01,Migrated
USR-1442,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-05-05,Pending
USR-1443,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-09-09,Migrated
USR-1444,Pool_5,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-07-04,Migrated
USR-1445,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-05-12,Pending
USR-1446,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-12-21,Pending
USR-1447,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-10-21,Migrated
USR-1448,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-10-24,Migrated
USR-1449,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-12-20,Migrated
USR-1450,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-05-19,Migrated
USR-1451,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-07-01,Pending
USR-1452,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-11-23,Migrated
USR-1453,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-11-17,Migrated
USR-1454,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-03-26,Migrated
USR-1455,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-12-16,Pending
USR-1456,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-12-23,Migrated
USR-1457,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-10-23,Migrated
USR-1458,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-03-11,Pending
USR-1459,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-05,Pending
USR-1460,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-03-24,Pending
USR-1461,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-04-23,Migrated
USR-1462,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-10-13,Migrated
USR-1463,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-09-26,Pending
USR-1464,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-12-25,Migrated
USR-1465,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-08-23,Migrated
USR-1466,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-03-08,Migrated
USR-1467,Pool_3,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-06-08,Migrated
USR-1468,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-08-14,Migrated
USR-1469,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-06-24,Migrated
USR-1470,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-03-01,Migrated
USR-1471,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-03-13,Migrated
USR-1472,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-04-17,Migrated
USR-1473,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-12-19,Migrated
USR-1474,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-01-10,Migrated
USR-1475,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-01-22,Migrated
USR-1476,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-12-03,Migrated
USR-1477,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-03-01,Pending
USR-1478,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-06-03,Migrated
USR-1479,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-03-04,Migrated
USR-1480,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-04-12,Migrated
USR-1481,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-02-16,Migrated
USR-1482,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-05-22,Migrated
USR-1483,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-03-23,Migrated
USR-1484,Pool_5,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-11-09,Migrated
USR-1485,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-02-20,Migrated
USR-1486,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-09-27,Migrated
USR-1487,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-05-24,Migrated
USR-1488,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-01-03,Migrated
USR-1489,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-04-19,Migrated
USR-1490,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-08-31,Migrated
USR-1491,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-08-13,Pending
USR-1492,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-06-30,Migrated
USR-1493,Pool_3,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-09-20,Migrated
USR-1494,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-06-09,Migrated
USR-1495,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-03-10,Migrated
USR-1496,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-27,Pending
USR-1497,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-06-16,Pending
USR-1498,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-08-21,Pending
USR-1499,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-08-15,Pending
USR-1500,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-08-07,Migrated
USR-1501,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-08-31,Migrated
USR-1502,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-01-07,Migrated
USR-1503,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-02-23,Migrated
USR-1504,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-12-12,Pending
USR-1505,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-07-24,Migrated
USR-1506,Pool_5,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-03-27,Migrated
USR-1507,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-06-22,Migrated
USR-1508,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-07-25,Migrated
USR-1509,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-09-12,Migrated
USR-1510,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-10-24,Migrated
USR-1511,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-11-25,Pending
USR-1512,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-12-07,Migrated
USR-1513,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-05,Pending
USR-1514,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-08-20,Pending
USR-1515,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-09-11,Migrated
USR-1516,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-01-16,Migrated
USR-1517,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-02-04,Migrated
USR-1518,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-04-01,Pending
USR-1519,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-03-19,Pending
USR-1520,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-02-09,Pending
USR-1521,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-09-09,Migrated
USR-1522,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-12-04,Migrated
USR-1523,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-10-04,Pending
USR-1524,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-10-06,Pending
USR-1525,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-08-08,Migrated
USR-1526,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-08-18,Migrated
USR-1527,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-08-23,Pending
USR-1528,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-12-03,Migrated
USR-1529,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-12-27,Migrated
USR-1530,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-06-08,Migrated
USR-1531,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-02-26,Migrated
USR-1532,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-10,Pending
USR-1533,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-08-31,Migrated
USR-1534,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-01-29,Pending
USR-1535,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-07-12,Pending
USR-1536,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-25,Pending
USR-1537,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-01-24,Pending
USR-1538,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-10-25,Migrated
USR-1539,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-06-23,Migrated
USR-1540,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-07-01,Pending
USR-1541,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-05,Pending
USR-1542,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-10-30,Migrated
USR-1543,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-06-05,Migrated
USR-1544,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-10-02,Migrated
USR-1545,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-08-04,Pending
USR-1546,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-05-16,Pending
USR-1547,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-01-12,Migrated
USR-1548,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-07-18,Migrated
USR-1549,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-07,Pending
USR-1550,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-06-21,Migrated
USR-1551,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-12-07,Pending
USR-1552,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-07-05,Pending
USR-1553,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-11-21,Migrated
USR-1554,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-10-01,Migrated
USR-1555,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-06-01,Migrated
USR-1556,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-04-25,Migrated
USR-1557,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-10-23,Pending
USR-1558,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-02-04,Migrated
USR-1559,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-08-06,Pending
USR-1560,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-11-29,Migrated
USR-1561,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-06-02,Migrated
USR-1562,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-04-12,Pending
USR-1563,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-20,Pending
USR-1564,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-04-02,Pending
USR-1565,Pool_5,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-09-21,Migrated
USR-1566,Pool_5,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-04-19,Migrated
USR-1567,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-08-27,Migrated
USR-1568,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-11-10,Migrated
USR-1569,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-10-16,Migrated
USR-1570,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-04-12,Migrated
USR-1571,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-03-18,Pending
USR-1572,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-08-10,Migrated
USR-1573,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-02-02,Pending
USR-1574,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-05-16,Pending
USR-1575,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-05-11,Migrated
USR-1576,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-05-02,Migrated
USR-1577,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-05-05,Migrated
USR-1578,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-09-05,Migrated
USR-1579,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-11-27,Pending
USR-1580,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-05-19,Migrated
USR-1581,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-05-22,Migrated
USR-1582,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-01-22,Migrated
USR-1583,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-01-11,Migrated
USR-1584,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-06-09,Migrated
USR-1585,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-07-27,Pending
USR-1586,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-02-16,Migrated
USR-1587,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-03-12,Pending
USR-1588,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-09-13,Migrated
USR-1589,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-10-24,Migrated
USR-1590,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-05-08,Migrated
USR-1591,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-11-03,Pending
USR-1592,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-06-17,Migrated
USR-1593,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-04-30,Migrated
USR-1594,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-02-24,Migrated
USR-1595,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-08-13,Migrated
USR-1596,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-01-29,Pending
USR-1597,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-02-27,Pending
USR-1598,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-12-15,Pending
USR-1599,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-03-15,Migrated
USR-1600,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-06-06,Pending
USR-1601,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-11-06,Migrated
USR-1602,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-01-28,Migrated
USR-1603,Pool_5,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-05-02,Migrated
USR-1604,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-11-23,Migrated
USR-1605,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-12-16,Migrated
USR-1606,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-08-14,Migrated
USR-1607,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-07-20,Pending
USR-1608,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-06-03,Migrated
USR-1609,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-04-30,Migrated
USR-1610,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-03-23,Migrated
USR-1611,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-11-25,Migrated
USR-1612,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-02-11,Pending
USR-1613,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-08-29,Migrated
USR-1614,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-06-19,Migrated
USR-1615,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-02-21,Migrated
USR-1616,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-09-16,Migrated
USR-1617,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-10-07,Migrated
USR-1618,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-01-15,Migrated
USR-1619,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-04-04,Migrated
USR-1620,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-03-10,Pending
USR-1621,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-06-05,Migrated
USR-1622,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-03-21,Pending
USR-1623,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-11-28,Migrated
USR-1624,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-12-17,Migrated
USR-1625,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-08-19,Pending
USR-1626,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-05-13,Pending
USR-1627,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-06-16,Migrated
USR-1628,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-07-31,Migrated
USR-1629,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-07-12,Pending
USR-1630,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-04-24,Migrated
USR-1631,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-10-12,Migrated
USR-1632,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-02-15,Pending
USR-1633,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-12-25,Migrated
USR-1634,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-11-12,Migrated
USR-1635,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-02-15,Pending
USR-1636,Pool_3,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-10-17,Migrated
USR-1637,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-08-10,Migrated
USR-1638,Pool_5,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-12-10,Migrated
USR-1639,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-04-14,Pending
